Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
DRY/24-25/LOG-400473,2024-11-24 12:47:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,31538.77,0.0,Inter-branch garment transit claim ref VAN-EXP-226,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/314723,2024-12-05 16:01:00,Eco-friendly Detergents & Softeners,State Electricity Board,808.45,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/319433,2024-12-07 11:44:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2051.76,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/321191,2024-11-13 18:12:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,368.33,Routine voucher booking for premium garment care revenue,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/YE-500555,2025-03-11 19:36:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,171900.0,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/311370,2024-04-04 20:01:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,406.38,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/319734,2024-09-07 20:41:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,311.9,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/320195,2024-05-24 14:55:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,726.8,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/YE-500464,2025-03-22 19:29:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,152475.78,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/316063,2024-06-26 12:22:00,Electricity & Water Tanker Costs,Commercial Property Landlord Pool,2582.6,0.0,Routine voucher booking for electricity & water tanker costs,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/319117,2024-06-24 19:41:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1224.06,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/309792,2024-09-06 18:18:00,Hydro-Extractor Machinery Lease,CleanCare Packaging Ltd,3428.73,0.0,Routine voucher booking for hydro-extractor machinery lease,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/307203,2024-05-28 08:34:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2896.4,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/LOG-401406,2024-09-01 11:37:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,32882.97,0.0,Inter-branch garment transit claim ref VAN-EXP-896,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/318703,2025-01-27 13:08:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,3222.37,Routine voucher booking for premium garment care revenue,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/317137,2024-11-08 14:55:00,Hanger & Poly-Packaging Purchase,State Electricity Board,80.0,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/305031,2024-12-22 10:04:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,404.67,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/309922,2024-08-27 11:47:00,Electricity & Water Tanker Costs,Direct Walk-in Retail Clients,101.84,0.0,Routine voucher booking for electricity & water tanker costs,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/315505,2025-01-08 11:17:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,937.23,Routine voucher booking for store front collections (dry clean),Branch 02 - South Extension (Delhi),store_exec_blr
DRY/24-25/301347,2024-06-21 17:17:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,867.08,Routine voucher booking for premium garment care revenue,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/301689,2024-04-27 18:24:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,216.89,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/LOG-400270,2024-09-11 16:00:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,16765.45,0.0,Inter-branch garment transit claim ref VAN-EXP-448,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/314148,2025-03-19 19:17:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,120.91,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/LOG-400382,2024-08-19 18:26:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,33528.09,0.0,Inter-branch garment transit claim ref VAN-EXP-745,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/307347,2024-08-14 18:40:00,Dry Cleaning Solvents & Perc,Diversey Hygiene Supplies,138.18,0.0,Routine voucher booking for dry cleaning solvents & perc,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/LOG-400231,2024-09-08 11:06:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,19375.64,0.0,Inter-branch garment transit claim ref VAN-EXP-100,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/321838,2024-07-17 08:38:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,5903.95,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/302152,2024-04-14 08:41:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,80.0,Routine voucher booking for commercial hotel laundry b2b,Branch 06 - Koramangala (Bangalore),store_exec_blr
DRY/24-25/303304,2024-09-07 09:27:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,178.85,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/LOG-400653,2024-10-12 17:44:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,32230.04,0.0,Inter-branch garment transit claim ref VAN-EXP-972,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/310503,2025-03-30 11:29:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1752.75,Routine voucher booking for store front collections (dry clean),Branch 07 - Jubilee Hills (Hyderabad),store_exec_blr
DRY/24-25/305745,2025-02-07 12:38:00,Dry Cleaning Solvents & Perc,Bharat Petroleum Fuel Corp,355.63,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/310869,2024-12-13 13:36:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,954.61,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/319328,2024-10-08 13:21:00,Dry Cleaning Solvents & Perc,Direct Walk-in Retail Clients,442.9,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/308896,2024-11-02 17:27:00,Eco-friendly Detergents & Softeners,Local Water Tanker Suppliers,2808.89,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 05 - Indiranagar (Bangalore),store_exec_blr
DRY/24-25/302736,2024-05-18 11:35:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,294.45,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/312235,2024-07-14 13:06:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/312516,2024-05-27 16:07:00,Eco-friendly Detergents & Softeners,CleanCare Packaging Ltd,2955.11,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/312997,2024-07-23 12:00:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1595.16,Routine voucher booking for premium garment care revenue,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/300435,2024-04-01 13:23:00,Eco-friendly Detergents & Softeners,State Electricity Board,141.83,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 01 - Connaught Place (Delhi),store_exec_mumbai
DRY/24-25/308036,2024-04-26 11:41:00,Hanger & Poly-Packaging Purchase,Diversey Hygiene Supplies,615.6,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/302222,2025-03-15 19:11:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,3442.64,Routine voucher booking for premium garment care revenue,Branch 04 - Powai Galleria (Mumbai),store_exec_blr
DRY/24-25/LOG-401930,2024-05-10 14:30:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,26182.41,0.0,Inter-branch garment transit claim ref VAN-EXP-544,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/YE-501130,2025-03-18 21:51:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,129290.1,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/314290,2025-02-01 12:58:00,POS Software & Cloud Subscription,CleanCare Packaging Ltd,491.97,0.0,Routine voucher booking for pos software & cloud subscription,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/311184,2024-12-02 15:08:00,Electricity & Water Tanker Costs,CleanCare Packaging Ltd,4116.07,0.0,Routine voucher booking for electricity & water tanker costs,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/308947,2025-01-06 20:14:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,355.05,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/300650,2024-06-04 18:44:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,466.26,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/YE-500849,2025-03-17 20:10:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,157281.67,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/303388,2025-03-25 11:21:00,Eco-friendly Detergents & Softeners,CleanCare Packaging Ltd,277.26,0.0,Routine voucher booking for eco-friendly detergents & softeners,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/303865,2024-06-08 18:57:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,9849.27,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/318343,2024-11-29 20:23:00,Dry Cleaning Solvents & Perc,Bharat Petroleum Fuel Corp,4072.42,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 05 - Indiranagar (Bangalore),store_exec_delhi
DRY/24-25/315312,2024-09-14 10:57:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1375.94,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/LOG-401061,2024-10-18 12:51:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,23091.75,0.0,Inter-branch garment transit claim ref VAN-EXP-741,Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/306104,2025-01-23 14:17:00,Hydro-Extractor Machinery Lease,CleanCare Packaging Ltd,325.81,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/301741,2024-11-25 18:54:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,1171.77,Routine voucher booking for premium garment care revenue,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/315174,2024-07-30 18:35:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,400.54,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/307780,2024-12-19 11:17:00,Hanger & Poly-Packaging Purchase,State Electricity Board,11607.1,0.0,Routine voucher booking for hanger & poly-packaging purchase,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/LOG-402408,2025-03-16 15:52:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,32733.87,0.0,Inter-branch garment transit claim ref VAN-EXP-250,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/308234,2025-01-11 10:27:00,Dry Cleaning Solvents & Perc,Local Water Tanker Suppliers,233.84,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/317935,2025-03-09 11:19:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/320090,2024-05-07 20:14:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,4826.1,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/313147,2024-11-12 13:53:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,1167.67,Routine voucher booking for store front collections (dry clean),Branch 01 - Connaught Place (Delhi),central_accts_ananya
DRY/24-25/317310,2024-06-25 11:32:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,238.26,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/311804,2025-02-16 12:04:00,Loss & Damage Customer Compensation,Local Water Tanker Suppliers,22867.0,0.0,Routine voucher booking for loss & damage customer compensation,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/303299,2024-04-14 19:33:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,845.75,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/320952,2024-06-26 10:16:00,Branch Shop Rental,Direct Walk-in Retail Clients,2355.92,0.0,Routine voucher booking for branch shop rental,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/309284,2024-11-07 15:40:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1885.78,Routine voucher booking for commercial hotel laundry b2b,Branch 01 - Connaught Place (Delhi),store_exec_delhi
DRY/24-25/303758,2025-02-26 15:53:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1180.71,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),store_exec_mumbai
DRY/24-25/320699,2025-01-05 16:33:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,2581.59,Routine voucher booking for commercial hotel laundry b2b,Branch 04 - Powai Galleria (Mumbai),store_exec_delhi
DRY/24-25/321798,2024-08-02 08:40:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,716.64,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,store_exec_mumbai
DRY/24-25/315455,2025-01-16 12:31:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,299.82,Routine voucher booking for commercial hotel laundry b2b,Branch 03 - Bandra West (Mumbai),store_exec_delhi
DRY/24-25/315666,2024-11-04 12:50:00,Electricity & Water Tanker Costs,Seitz Specialty Chemicals India,760.73,0.0,Routine voucher booking for electricity & water tanker costs,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/301735,2024-07-04 20:28:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,283.6,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/310002,2024-08-13 11:55:00,Dry Cleaning Solvents & Perc,Direct Walk-in Retail Clients,2670.53,0.0,Routine voucher booking for dry cleaning solvents & perc,Branch 03 - Bandra West (Mumbai),cfo_kapoor
DRY/24-25/320778,2024-05-10 18:17:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,4510.73,Routine voucher booking for store front collections (dry clean),Branch 03 - Bandra West (Mumbai),store_exec_blr
DRY/24-25/310373,2025-02-09 10:08:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,10933.76,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/316513,2024-07-28 10:23:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,868.83,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/304487,2024-08-09 12:52:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,2742.48,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/317922,2024-09-21 14:47:00,Steam Boiler Diesel & LPG,Bharat Petroleum Fuel Corp,2105.5,0.0,Routine voucher booking for steam boiler diesel & lpg,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/312480,2024-05-25 12:37:00,Staff Salaries & Pressing Wages,Seitz Specialty Chemicals India,489.98,0.0,Routine voucher booking for staff salaries & pressing wages,Branch 01 - Connaught Place (Delhi),store_exec_blr
DRY/24-25/320347,2024-09-01 14:46:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,458.28,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_blr
DRY/24-25/314429,2024-05-13 16:51:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,80.0,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Bhiwandi,store_exec_blr
DRY/24-25/310782,2024-12-17 17:14:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,192.97,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/319913,2024-05-07 08:14:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,3353.33,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/317022,2024-11-10 11:27:00,Eco-friendly Detergents & Softeners,Taj & Marriott B2B Hotel Pool,2090.0,0.0,Routine voucher booking for eco-friendly detergents & softeners,Central Processing Hub - Noida,store_exec_mumbai
DRY/24-25/309126,2025-03-03 18:25:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,464.27,Routine voucher booking for premium garment care revenue,Central Processing Hub - Bhiwandi,central_accts_ananya
DRY/24-25/316480,2025-03-18 10:39:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,9875.17,Routine voucher booking for store front collections (dry clean),Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/311556,2024-07-14 11:39:00,Hanger & Poly-Packaging Purchase,CleanCare Packaging Ltd,1870.3,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 07 - Jubilee Hills (Hyderabad),central_accts_ananya
DRY/24-25/319315,2024-06-10 14:29:00,Electricity & Water Tanker Costs,Direct Walk-in Retail Clients,1640.25,0.0,Routine voucher booking for electricity & water tanker costs,Central Processing Hub - Noida,central_accts_ananya
DRY/24-25/312487,2025-02-05 12:12:00,Steam Boiler Diesel & LPG,Buchi Laundry Equipment Lease,1013.51,0.0,Routine voucher booking for steam boiler diesel & lpg,Central Processing Hub - Noida,store_exec_blr
DRY/24-25/311094,2025-02-21 09:52:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,583.06,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),store_exec_delhi
DRY/24-25/LOG-400328,2025-02-28 14:06:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,17473.91,0.0,Inter-branch garment transit claim ref VAN-EXP-744,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/321734,2025-02-07 12:12:00,Electricity & Water Tanker Costs,Commercial Property Landlord Pool,731.77,0.0,Routine voucher booking for electricity & water tanker costs,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/322252,2025-01-04 17:42:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,547.07,Routine voucher booking for commercial hotel laundry b2b,Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/313260,2024-04-15 09:04:00,Electricity & Water Tanker Costs,CleanCare Packaging Ltd,1381.99,0.0,Routine voucher booking for electricity & water tanker costs,Branch 04 - Powai Galleria (Mumbai),cfo_kapoor
DRY/24-25/309720,2024-07-07 14:01:00,Van Logistics & Fuel Reimbursements,Local Water Tanker Suppliers,609.88,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 06 - Koramangala (Bangalore),cfo_kapoor
DRY/24-25/309223,2024-12-11 08:00:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,357.75,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/LOG-400127,2025-02-10 18:23:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,30775.5,0.0,Inter-branch garment transit claim ref VAN-EXP-874,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/304348,2024-10-08 14:18:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,382.95,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/311524,2024-09-07 16:59:00,Van Logistics & Fuel Reimbursements,State Electricity Board,957.92,0.0,Routine voucher booking for van logistics & fuel reimbursements,Branch 04 - Powai Galleria (Mumbai),store_exec_mumbai
DRY/24-25/LOG-401557,2024-09-16 11:04:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,36454.02,0.0,Inter-branch garment transit claim ref VAN-EXP-270,Branch 04 - Powai Galleria (Mumbai),central_accts_ananya
DRY/24-25/LOG-400171,2024-11-25 15:46:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,18076.84,0.0,Inter-branch garment transit claim ref VAN-EXP-353,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/301962,2024-09-04 14:44:00,Hanger & Poly-Packaging Purchase,Blue Dart & Local Bike Logistics,1346.06,0.0,Routine voucher booking for hanger & poly-packaging purchase,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/301670,2024-04-05 08:49:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2448.71,Routine voucher booking for premium garment care revenue,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/300778,2025-02-02 12:01:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,1572.69,Routine voucher booking for commercial hotel laundry b2b,Central Processing Hub - Bhiwandi,cfo_kapoor
DRY/24-25/320054,2024-07-17 13:53:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,6997.87,Routine voucher booking for store front collections (dry clean),Central Processing Hub - Noida,store_exec_delhi
DRY/24-25/319259,2024-05-18 13:39:00,Hydro-Extractor Machinery Lease,Local Water Tanker Suppliers,1297.52,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 02 - South Extension (Delhi),store_exec_mumbai
DRY/24-25/311519,2025-02-10 10:41:00,Electricity & Water Tanker Costs,Commercial Property Landlord Pool,238.17,0.0,Routine voucher booking for electricity & water tanker costs,Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/307433,2024-11-23 13:17:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,144.34,Routine voucher booking for commercial hotel laundry b2b,Branch 02 - South Extension (Delhi),cfo_kapoor
DRY/24-25/LOG-402390,2024-05-28 17:44:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,34102.84,0.0,Inter-branch garment transit claim ref VAN-EXP-229,Branch 03 - Bandra West (Mumbai),central_accts_ananya
DRY/24-25/312306,2024-10-03 10:38:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,222.42,Routine voucher booking for premium garment care revenue,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/313539,2024-12-20 13:58:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,538.85,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),central_accts_ananya
DRY/24-25/LOG-401788,2025-03-14 11:20:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,28183.53,0.0,Inter-branch garment transit claim ref VAN-EXP-124,Branch 02 - South Extension (Delhi),central_accts_ananya
DRY/24-25/315092,2024-10-12 08:11:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,3053.85,Routine voucher booking for store front collections (dry clean),Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/308757,2025-01-19 16:12:00,Branch Shop Rental,Local Water Tanker Suppliers,2261.83,0.0,Routine voucher booking for branch shop rental,Branch 02 - South Extension (Delhi),store_exec_delhi
DRY/24-25/306764,2025-02-26 19:21:00,Commercial Hotel Laundry B2B,Taj & Marriott B2B Hotel Pool,0.0,21456.66,Routine voucher booking for commercial hotel laundry b2b,Branch 07 - Jubilee Hills (Hyderabad),store_exec_delhi
DRY/24-25/318975,2025-01-19 20:14:00,Store Front Collections (Dry Clean),Direct Walk-in Retail Clients,0.0,337.74,Routine voucher booking for store front collections (dry clean),Branch 05 - Indiranagar (Bangalore),cfo_kapoor
DRY/24-25/LOG-400512,2024-11-22 12:32:00,Van Logistics & Fuel Reimbursements,Blue Dart & Local Bike Logistics,29822.11,0.0,Inter-branch garment transit claim ref VAN-EXP-486,Branch 06 - Koramangala (Bangalore),central_accts_ananya
DRY/24-25/318645,2024-05-10 15:59:00,Premium Garment Care Revenue,Direct Walk-in Retail Clients,0.0,2705.59,Routine voucher booking for premium garment care revenue,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/312482,2024-06-23 09:32:00,Hydro-Extractor Machinery Lease,Direct Walk-in Retail Clients,3215.66,0.0,Routine voucher booking for hydro-extractor machinery lease,Branch 06 - Koramangala (Bangalore),store_exec_mumbai
DRY/24-25/YE-500986,2025-03-12 22:40:00,Loss & Damage Customer Compensation,Special Settlement Provision Pool,93988.43,0.0,Year-end luxury garment settlement provision write-off,Central Processing Hub - Noida,cfo_kapoor
DRY/24-25/301898,2024-04-21 19:10:00,POS Software & Cloud Subscription,Bharat Petroleum Fuel Corp,242.61,0.0,Routine voucher booking for pos software & cloud subscription,Central Processing Hub - Bhiwandi,store_exec_delhi
DRY/24-25/312411,2025-02-17 08:16:00,Staff Salaries & Pressing Wages,CleanCare Packaging Ltd,2326.1,0.0,Routine voucher booking for staff salaries & pressing wages,Branch 06 - Koramangala (Bangalore),central_accts_ananya
