Voucher_No,Date,Account_Head,Party_Name,Debit_Amount,Credit_Amount,Narration,Cost_Center,Created_By
RET/24-25/108081,2025-02-20 19:19:00,POS Cash Sales,Walk-in Customer,0.0,5881.67,Being pos cash sales recorded for Walk-in Customer,Dairy Section,store_mgr_sharma
RET/24-25/124747,2025-01-05 19:08:00,POS Cash Sales,UPI / Card Swipes,0.0,371.02,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 1,cashier_priya
RET/24-25/SUN-300642,2024-11-24 22:54:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4478.09,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/105234,2025-03-28 19:18:00,Marketing & Promo Discounts,City Bright Electricals,1998.56,0.0,Being marketing & promo discounts recorded for City Bright Electricals,Back Office,cashier_priya
RET/24-25/103656,2024-08-10 14:02:00,POS Cash Sales,Walk-in Customer,0.0,1351.99,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_amit
RET/24-25/110658,2024-10-18 09:03:00,Staff Welfare & Tea,Parle & Britannia Agency,3211.79,0.0,Being staff welfare & tea recorded for Parle & Britannia Agency,Back Office,cashier_rahul
RET/24-25/113954,2024-10-31 13:50:00,Staff Welfare & Tea,Cashier Petty Cash Pool,634.01,0.0,Being staff welfare & tea recorded for Cashier Petty Cash Pool,Grocery Section,accountant_verma
RET/24-25/116342,2024-06-24 19:44:00,POS Cash Sales,Walk-in Customer,0.0,749.71,Being pos cash sales recorded for Walk-in Customer,Express Checkout,store_mgr_sharma
RET/24-25/118967,2024-06-01 20:50:00,UPI / Card Collections,Walk-in Customer,0.0,1390.66,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_priya
RET/24-25/119647,2024-04-26 09:19:00,UPI / Card Collections,UPI / Card Swipes,0.0,205.26,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,accountant_verma
RET/24-25/100677,2025-03-15 15:33:00,POS Cash Sales,Walk-in Customer,0.0,13068.39,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_priya
RET/24-25/108985,2025-01-21 12:35:00,Petty Cash Expenses,Daily Fresh Veggies Co.,11692.02,0.0,Being petty cash expenses recorded for Daily Fresh Veggies Co.,Back Office,cashier_rahul
RET/24-25/105091,2024-08-24 20:46:00,Vendor Purchase - FMCG,City Bright Electricals,535.12,0.0,Being vendor purchase - fmcg recorded for City Bright Electricals,Back Office,store_mgr_sharma
RET/24-25/106496,2024-12-08 13:30:00,UPI / Card Collections,Walk-in Customer,0.0,4897.33,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,accountant_verma
RET/24-25/RND-201915,2024-10-01 20:53:00,Petty Cash Expenses,Anand Stationary,10000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/125187,2024-09-22 18:51:00,UPI / Card Collections,UPI / Card Swipes,0.0,2903.9,Being upi / card collections recorded for UPI / Card Swipes,Back Office,cashier_priya
RET/24-25/RND-200459,2024-07-23 16:10:00,Petty Cash Expenses,Anand Stationary,20000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/SUN-301543,2025-02-09 23:02:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4504.52,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/123804,2024-11-21 18:01:00,UPI / Card Collections,UPI / Card Swipes,0.0,2604.47,Being upi / card collections recorded for UPI / Card Swipes,Express Checkout,cashier_amit
RET/24-25/120364,2024-12-25 12:27:00,POS Cash Sales,UPI / Card Swipes,0.0,565.98,Being pos cash sales recorded for UPI / Card Swipes,Dairy Section,cashier_rahul
RET/24-25/107014,2024-10-12 18:38:00,Petty Cash Expenses,Sundry Creditors Pool,896.25,0.0,Being petty cash expenses recorded for Sundry Creditors Pool,Grocery Section,accountant_verma
RET/24-25/104930,2024-12-08 18:54:00,Staff Welfare & Tea,Shree Ganesh Packaging,5572.01,0.0,Being staff welfare & tea recorded for Shree Ganesh Packaging,Retail Counter 2,cashier_rahul
RET/24-25/118298,2025-03-12 15:32:00,Vendor Purchase - FMCG,Metro Cash & Carry,1141.84,0.0,Being vendor purchase - fmcg recorded for Metro Cash & Carry,Store Godown,store_mgr_sharma
RET/24-25/115404,2024-05-01 11:31:00,Electricity & Utilities,Cashier Petty Cash Pool,2000.75,0.0,Being electricity & utilities recorded for Cashier Petty Cash Pool,Store Godown,cashier_rahul
RET/24-25/120940,2024-06-06 19:12:00,Vendor Purchase - Staples,Daily Fresh Veggies Co.,2242.06,0.0,Being vendor purchase - staples recorded for Daily Fresh Veggies Co.,Grocery Section,cashier_amit
RET/24-25/RND-200628,2024-12-04 14:14:00,Marketing & Promo Discounts,Anand Stationary,20000.0,0.0,Urgent cash settlement round voucher - Marketing & Promo Discounts,Back Office,cashier_amit
RET/24-25/108564,2024-12-11 20:32:00,POS Cash Sales,Walk-in Customer,0.0,62.75,Being pos cash sales recorded for Walk-in Customer,Store Godown,accountant_verma
RET/24-25/100248,2024-08-03 15:37:00,UPI / Card Collections,Walk-in Customer,0.0,13294.3,Being upi / card collections recorded for Walk-in Customer,Grocery Section,cashier_amit
RET/24-25/108962,2024-12-12 15:16:00,UPI / Card Collections,UPI / Card Swipes,0.0,1870.23,Being upi / card collections recorded for UPI / Card Swipes,Retail Counter 1,cashier_amit
RET/24-25/125022,2024-04-01 10:05:00,POS Cash Sales,UPI / Card Swipes,0.0,3672.39,Being pos cash sales recorded for UPI / Card Swipes,Back Office,cashier_rahul
RET/24-25/RND-201378,2024-11-12 14:11:00,Staff Welfare & Tea,Cashier Petty Cash Pool,25000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/RND-200572,2024-07-12 16:12:00,Staff Welfare & Tea,Cashier Petty Cash Pool,25000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/103999,2024-07-26 21:58:00,UPI / Card Collections,Walk-in Customer,0.0,2140.6,Being upi / card collections recorded for Walk-in Customer,Grocery Section,cashier_amit
RET/24-25/RND-200097,2024-09-03 10:41:00,Shop Rent & Maintenance,Anand Stationary,15000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/117067,2025-02-10 16:42:00,Staff Welfare & Tea,Shree Ganesh Packaging,1771.32,0.0,Being staff welfare & tea recorded for Shree Ganesh Packaging,Dairy Section,accountant_verma
RET/24-25/117305,2025-01-16 12:54:00,Director / Owner Drawings,Daily Fresh Veggies Co.,4080.51,0.0,Being director / owner drawings recorded for Daily Fresh Veggies Co.,Back Office,cashier_priya
RET/24-25/121948,2024-10-05 21:28:00,UPI / Card Collections,Walk-in Customer,0.0,1424.89,Being upi / card collections recorded for Walk-in Customer,Grocery Section,accountant_verma
RET/24-25/104980,2024-11-15 11:04:00,POS Cash Sales,Walk-in Customer,0.0,282.21,Being pos cash sales recorded for Walk-in Customer,Retail Counter 1,cashier_priya
RET/24-25/124793,2024-12-11 14:21:00,Security & Housekeeping,Rapid Logistics Services,1078.56,0.0,Being security & housekeeping recorded for Rapid Logistics Services,Store Godown,store_mgr_sharma
RET/24-25/112774,2024-12-28 15:08:00,POS Cash Sales,Walk-in Customer,0.0,1096.69,Being pos cash sales recorded for Walk-in Customer,Back Office,cashier_priya
RET/24-25/102241,2024-07-16 14:44:00,Packaging Materials,Anand Stationary,2863.32,0.0,Being packaging materials recorded for Anand Stationary,Store Godown,cashier_amit
RET/24-25/104310,2024-08-12 17:57:00,Vendor Purchase - FMCG,Parle & Britannia Agency,1418.94,0.0,Being vendor purchase - fmcg recorded for Parle & Britannia Agency,Dairy Section,accountant_verma
RET/24-25/115249,2024-06-10 21:28:00,UPI / Card Collections,UPI / Card Swipes,0.0,521.49,Being upi / card collections recorded for UPI / Card Swipes,Dairy Section,store_mgr_sharma
RET/24-25/102589,2024-06-09 15:30:00,UPI / Card Collections,Walk-in Customer,0.0,1233.26,Being upi / card collections recorded for Walk-in Customer,Store Godown,cashier_rahul
RET/24-25/112794,2024-10-03 11:46:00,Vendor Purchase - Staples,Anand Stationary,34690.08,0.0,Being vendor purchase - staples recorded for Anand Stationary,Retail Counter 1,cashier_priya
RET/24-25/118404,2024-06-28 19:58:00,POS Cash Sales,UPI / Card Swipes,0.0,3221.86,Being pos cash sales recorded for UPI / Card Swipes,Dairy Section,accountant_verma
RET/24-25/SUN-300386,2025-02-23 23:49:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4948.81,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/105146,2024-12-18 16:42:00,POS Cash Sales,UPI / Card Swipes,0.0,1139.6,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,accountant_verma
RET/24-25/SUN-301007,2024-06-23 22:22:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4285.26,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/106298,2024-10-04 18:41:00,Vendor Purchase - FMCG,Daily Fresh Veggies Co.,853.37,0.0,Being vendor purchase - fmcg recorded for Daily Fresh Veggies Co.,Back Office,cashier_rahul
RET/24-25/124730,2025-03-15 16:13:00,UPI / Card Collections,UPI / Card Swipes,0.0,598.11,Being upi / card collections recorded for UPI / Card Swipes,Retail Counter 2,store_mgr_sharma
RET/24-25/119231,2024-07-04 20:57:00,POS Cash Sales,UPI / Card Swipes,0.0,664.58,Being pos cash sales recorded for UPI / Card Swipes,Back Office,store_mgr_sharma
RET/24-25/RND-202361,2024-11-20 20:11:00,Shop Rent & Maintenance,Anand Stationary,75000.0,0.0,Urgent cash settlement round voucher - Shop Rent & Maintenance,Back Office,cashier_amit
RET/24-25/112701,2024-07-02 11:09:00,Vendor Purchase - FMCG,Shree Ganesh Packaging,2584.28,0.0,Being vendor purchase - fmcg recorded for Shree Ganesh Packaging,Grocery Section,cashier_rahul
RET/24-25/RND-200989,2024-11-06 10:31:00,Staff Welfare & Tea,Anand Stationary,100000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/SUN-300757,2025-02-09 22:45:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4808.07,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/115667,2024-04-16 09:05:00,POS Cash Sales,UPI / Card Swipes,0.0,86.68,Being pos cash sales recorded for UPI / Card Swipes,Express Checkout,accountant_verma
RET/24-25/RND-202164,2024-12-24 10:53:00,Marketing & Promo Discounts,Cashier Petty Cash Pool,15000.0,0.0,Urgent cash settlement round voucher - Marketing & Promo Discounts,Back Office,cashier_amit
RET/24-25/SUN-300217,2025-02-16 22:06:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4627.16,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/RND-200132,2024-08-07 13:14:00,Staff Welfare & Tea,Cashier Petty Cash Pool,50000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/115526,2025-01-26 19:47:00,Customer Sales Returns & Refunds,Walk-in Customer,0.0,1171.37,Being customer sales returns & refunds recorded for Walk-in Customer,Retail Counter 1,accountant_verma
RET/24-25/112421,2024-10-17 21:33:00,UPI / Card Collections,UPI / Card Swipes,0.0,180.73,Being upi / card collections recorded for UPI / Card Swipes,Back Office,cashier_amit
RET/24-25/121139,2024-12-18 15:42:00,Shop Rent & Maintenance,QuickMart Distributor,627.21,0.0,Being shop rent & maintenance recorded for QuickMart Distributor,Grocery Section,store_mgr_sharma
RET/24-25/SUN-301554,2025-03-23 22:45:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4908.76,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/124206,2024-07-19 09:17:00,Petty Cash Expenses,Hindustan Consumer Supplies,2897.49,0.0,Being petty cash expenses recorded for Hindustan Consumer Supplies,Back Office,cashier_amit
RET/24-25/114722,2025-01-20 14:52:00,UPI / Card Collections,Walk-in Customer,0.0,2390.89,Being upi / card collections recorded for Walk-in Customer,Back Office,accountant_verma
RET/24-25/109231,2025-03-20 19:30:00,Vendor Purchase - FMCG,Anand Stationary,3132.3,0.0,Being vendor purchase - fmcg recorded for Anand Stationary,Grocery Section,cashier_priya
RET/24-25/111089,2024-09-23 18:27:00,UPI / Card Collections,UPI / Card Swipes,0.0,10787.63,Being upi / card collections recorded for UPI / Card Swipes,Store Godown,cashier_amit
RET/24-25/105566,2024-04-14 12:13:00,Shop Rent & Maintenance,Rapid Logistics Services,5508.37,0.0,Being shop rent & maintenance recorded for Rapid Logistics Services,Express Checkout,cashier_amit
RET/24-25/113548,2024-10-11 12:58:00,Vendor Purchase - Staples,Sundry Creditors Pool,20694.29,0.0,Being vendor purchase - staples recorded for Sundry Creditors Pool,Grocery Section,cashier_rahul
RET/24-25/122455,2024-11-13 14:26:00,POS Cash Sales,Walk-in Customer,0.0,23596.33,Being pos cash sales recorded for Walk-in Customer,Grocery Section,cashier_priya
RET/24-25/124492,2024-04-16 18:05:00,Vendor Purchase - Staples,Shree Ganesh Packaging,142.07,0.0,Being vendor purchase - staples recorded for Shree Ganesh Packaging,Dairy Section,store_mgr_sharma
RET/24-25/120781,2025-03-08 15:28:00,Customer Sales Returns & Refunds,UPI / Card Swipes,0.0,691.03,Being customer sales returns & refunds recorded for UPI / Card Swipes,Grocery Section,cashier_amit
RET/24-25/118811,2025-01-11 16:32:00,UPI / Card Collections,UPI / Card Swipes,0.0,1725.06,Being upi / card collections recorded for UPI / Card Swipes,Express Checkout,cashier_amit
RET/24-25/124124,2024-06-28 12:08:00,Vendor Purchase - FMCG,Daily Fresh Veggies Co.,7735.73,0.0,Being vendor purchase - fmcg recorded for Daily Fresh Veggies Co.,Grocery Section,store_mgr_sharma
RET/24-25/124331,2024-04-07 21:19:00,Freight & Local Cartage,Metro Cash & Carry,2191.86,0.0,Being freight & local cartage recorded for Metro Cash & Carry,Dairy Section,store_mgr_sharma
RET/24-25/110120,2024-06-03 15:47:00,POS Cash Sales,Walk-in Customer,0.0,34687.11,Being pos cash sales recorded for Walk-in Customer,Dairy Section,cashier_amit
RET/24-25/109864,2024-07-21 09:23:00,POS Cash Sales,Walk-in Customer,0.0,1556.63,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_rahul
RET/24-25/110287,2024-06-04 19:39:00,UPI / Card Collections,Walk-in Customer,0.0,1355.59,Being upi / card collections recorded for Walk-in Customer,Dairy Section,cashier_rahul
RET/24-25/103857,2024-12-02 16:47:00,UPI / Card Collections,Walk-in Customer,0.0,2889.26,Being upi / card collections recorded for Walk-in Customer,Dairy Section,store_mgr_sharma
RET/24-25/122157,2024-08-08 12:05:00,UPI / Card Collections,Walk-in Customer,0.0,6982.15,Being upi / card collections recorded for Walk-in Customer,Store Godown,accountant_verma
RET/24-25/113728,2024-05-12 14:58:00,POS Cash Sales,Walk-in Customer,0.0,1932.56,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_amit
RET/24-25/SUN-301599,2024-09-22 23:34:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4348.1,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/103477,2024-09-19 14:05:00,UPI / Card Collections,Walk-in Customer,0.0,86.72,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_priya
RET/24-25/101010,2024-10-11 17:24:00,POS Cash Sales,Walk-in Customer,0.0,7425.03,Being pos cash sales recorded for Walk-in Customer,Express Checkout,accountant_verma
RET/24-25/112628,2024-11-25 15:01:00,UPI / Card Collections,UPI / Card Swipes,0.0,1782.35,Being upi / card collections recorded for UPI / Card Swipes,Back Office,store_mgr_sharma
RET/24-25/105363,2024-10-15 17:16:00,POS Cash Sales,UPI / Card Swipes,0.0,401.09,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,store_mgr_sharma
RET/24-25/122457,2024-09-06 17:19:00,POS Cash Sales,Walk-in Customer,0.0,2356.55,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_rahul
RET/24-25/119189,2025-01-29 10:46:00,Petty Cash Expenses,QuickMart Distributor,17540.13,0.0,Being petty cash expenses recorded for QuickMart Distributor,Retail Counter 2,cashier_rahul
RET/24-25/111752,2025-02-17 21:44:00,POS Cash Sales,Walk-in Customer,0.0,401.77,Being pos cash sales recorded for Walk-in Customer,Dairy Section,cashier_rahul
RET/24-25/108568,2024-04-27 21:22:00,Vendor Purchase - Staples,Shree Ganesh Packaging,2391.3,0.0,Being vendor purchase - staples recorded for Shree Ganesh Packaging,Store Godown,cashier_amit
RET/24-25/106311,2024-12-14 13:16:00,Security & Housekeeping,Metro Cash & Carry,6475.41,0.0,Being security & housekeeping recorded for Metro Cash & Carry,Dairy Section,accountant_verma
RET/24-25/115425,2025-03-01 18:42:00,Customer Sales Returns & Refunds,Walk-in Customer,0.0,488.57,Being customer sales returns & refunds recorded for Walk-in Customer,Back Office,accountant_verma
RET/24-25/RND-201809,2024-09-07 10:20:00,Staff Welfare & Tea,Cashier Petty Cash Pool,10000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/124301,2024-06-16 11:17:00,Freight & Local Cartage,Daily Fresh Veggies Co.,1346.35,0.0,Being freight & local cartage recorded for Daily Fresh Veggies Co.,Retail Counter 1,cashier_priya
RET/24-25/118966,2025-03-20 09:27:00,UPI / Card Collections,UPI / Card Swipes,0.0,3712.35,Being upi / card collections recorded for UPI / Card Swipes,Retail Counter 2,cashier_rahul
RET/24-25/100934,2024-10-02 17:47:00,Freight & Local Cartage,City Bright Electricals,2373.26,0.0,Being freight & local cartage recorded for City Bright Electricals,Store Godown,cashier_amit
RET/24-25/116132,2024-11-30 18:20:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,340.94,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Dairy Section,cashier_rahul
RET/24-25/123013,2024-12-12 12:26:00,POS Cash Sales,Walk-in Customer,0.0,11516.72,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,cashier_amit
RET/24-25/123361,2024-07-24 17:07:00,UPI / Card Collections,UPI / Card Swipes,0.0,147.3,Being upi / card collections recorded for UPI / Card Swipes,Grocery Section,cashier_priya
RET/24-25/SUN-300077,2025-01-19 23:37:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4861.15,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/107197,2024-12-27 10:32:00,POS Cash Sales,Walk-in Customer,0.0,1169.5,Being pos cash sales recorded for Walk-in Customer,Retail Counter 2,accountant_verma
RET/24-25/120708,2024-12-16 14:38:00,Vendor Purchase - Staples,Rapid Logistics Services,469.09,0.0,Being vendor purchase - staples recorded for Rapid Logistics Services,Store Godown,cashier_priya
RET/24-25/124113,2024-04-05 17:52:00,Vendor Purchase - Staples,Sundry Creditors Pool,1308.69,0.0,Being vendor purchase - staples recorded for Sundry Creditors Pool,Back Office,accountant_verma
RET/24-25/101343,2025-02-11 16:58:00,POS Cash Sales,UPI / Card Swipes,0.0,6297.07,Being pos cash sales recorded for UPI / Card Swipes,Back Office,store_mgr_sharma
RET/24-25/114046,2024-05-21 11:48:00,Vendor Purchase - FMCG,Rapid Logistics Services,890.57,0.0,Being vendor purchase - fmcg recorded for Rapid Logistics Services,Retail Counter 2,accountant_verma
RET/24-25/108551,2024-09-07 11:01:00,POS Cash Sales,Walk-in Customer,0.0,510.29,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_amit
RET/24-25/114858,2024-04-26 09:36:00,Packaging Materials,Anand Stationary,434.85,0.0,Being packaging materials recorded for Anand Stationary,Retail Counter 2,cashier_rahul
RET/24-25/116062,2024-11-08 17:40:00,POS Cash Sales,Walk-in Customer,0.0,11975.09,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_amit
RET/24-25/RND-202025,2024-11-25 19:42:00,Petty Cash Expenses,Daily Fresh Veggies Co.,25000.0,0.0,Urgent cash settlement round voucher - Petty Cash Expenses,Back Office,cashier_amit
RET/24-25/SUN-301670,2024-09-08 22:09:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4834.62,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/SUN-300925,2024-06-02 23:10:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4589.27,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/101148,2024-05-20 16:39:00,POS Cash Sales,UPI / Card Swipes,0.0,10645.12,Being pos cash sales recorded for UPI / Card Swipes,Retail Counter 1,cashier_rahul
RET/24-25/102954,2024-05-03 18:56:00,POS Cash Sales,Walk-in Customer,0.0,390.1,Being pos cash sales recorded for Walk-in Customer,Express Checkout,cashier_priya
RET/24-25/110243,2024-10-01 16:59:00,Vendor Purchase - Staples,Amul Dairy Dist.,2618.5,0.0,Being vendor purchase - staples recorded for Amul Dairy Dist.,Grocery Section,cashier_priya
RET/24-25/112475,2024-12-15 21:05:00,UPI / Card Collections,UPI / Card Swipes,0.0,8015.25,Being upi / card collections recorded for UPI / Card Swipes,Store Godown,cashier_rahul
RET/24-25/110246,2024-08-24 21:57:00,POS Cash Sales,Walk-in Customer,0.0,236.94,Being pos cash sales recorded for Walk-in Customer,Store Godown,cashier_rahul
RET/24-25/111208,2024-11-18 20:18:00,Vendor Purchase - FMCG,Cashier Petty Cash Pool,2522.22,0.0,Being vendor purchase - fmcg recorded for Cashier Petty Cash Pool,Express Checkout,cashier_priya
RET/24-25/119967,2025-01-25 11:19:00,Vendor Purchase - FMCG,Anand Stationary,1645.68,0.0,Being vendor purchase - fmcg recorded for Anand Stationary,Express Checkout,cashier_amit
RET/24-25/100470,2025-03-16 21:35:00,POS Cash Sales,UPI / Card Swipes,0.0,936.77,Being pos cash sales recorded for UPI / Card Swipes,Grocery Section,cashier_priya
RET/24-25/114070,2025-03-14 12:07:00,UPI / Card Collections,UPI / Card Swipes,0.0,1158.91,Being upi / card collections recorded for UPI / Card Swipes,Express Checkout,accountant_verma
RET/24-25/RND-200597,2025-03-29 11:39:00,Staff Welfare & Tea,Daily Fresh Veggies Co.,20000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/122530,2024-04-23 11:21:00,UPI / Card Collections,Walk-in Customer,0.0,175.14,Being upi / card collections recorded for Walk-in Customer,Retail Counter 2,cashier_priya
RET/24-25/SUN-300989,2024-06-02 22:48:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4502.55,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/SUN-300894,2024-05-12 22:19:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4348.72,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/122223,2024-10-25 19:10:00,UPI / Card Collections,Walk-in Customer,0.0,6988.74,Being upi / card collections recorded for Walk-in Customer,Store Godown,accountant_verma
RET/24-25/118596,2024-09-05 14:32:00,Vendor Purchase - Staples,QuickMart Distributor,526.66,0.0,Being vendor purchase - staples recorded for QuickMart Distributor,Grocery Section,cashier_priya
RET/24-25/112359,2024-07-20 17:38:00,Vendor Purchase - FMCG,Parle & Britannia Agency,1625.2,0.0,Being vendor purchase - fmcg recorded for Parle & Britannia Agency,Grocery Section,accountant_verma
RET/24-25/106006,2024-05-09 13:59:00,UPI / Card Collections,Walk-in Customer,0.0,882.27,Being upi / card collections recorded for Walk-in Customer,Grocery Section,cashier_rahul
RET/24-25/113430,2024-11-15 17:57:00,Packaging Materials,Hindustan Consumer Supplies,569.48,0.0,Being packaging materials recorded for Hindustan Consumer Supplies,Retail Counter 2,cashier_rahul
RET/24-25/SUN-300500,2024-09-08 23:09:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4889.21,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/124090,2024-06-14 10:14:00,Vendor Purchase - FMCG,SafeGuard Security Agency,75.04,0.0,Being vendor purchase - fmcg recorded for SafeGuard Security Agency,Store Godown,accountant_verma
RET/24-25/116697,2024-05-07 14:32:00,Vendor Purchase - FMCG,Sundry Creditors Pool,1312.63,0.0,Being vendor purchase - fmcg recorded for Sundry Creditors Pool,Back Office,cashier_priya
RET/24-25/RND-202118,2024-04-05 11:51:00,Marketing & Promo Discounts,Anand Stationary,20000.0,0.0,Urgent cash settlement round voucher - Marketing & Promo Discounts,Back Office,cashier_amit
RET/24-25/116196,2024-10-22 20:19:00,Vendor Purchase - FMCG,SafeGuard Security Agency,1021.79,0.0,Being vendor purchase - fmcg recorded for SafeGuard Security Agency,Back Office,cashier_priya
RET/24-25/120329,2024-09-09 18:22:00,Vendor Purchase - Staples,Hindustan Consumer Supplies,287.74,0.0,Being vendor purchase - staples recorded for Hindustan Consumer Supplies,Retail Counter 2,cashier_rahul
RET/24-25/SUN-300542,2025-01-12 23:44:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4397.52,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/116870,2024-11-10 20:01:00,Petty Cash Expenses,Shree Ganesh Packaging,377.6,0.0,Being petty cash expenses recorded for Shree Ganesh Packaging,Dairy Section,store_mgr_sharma
RET/24-25/109360,2024-12-07 14:04:00,Vendor Purchase - FMCG,Metro Cash & Carry,8528.25,0.0,Being vendor purchase - fmcg recorded for Metro Cash & Carry,Dairy Section,cashier_rahul
RET/24-25/108586,2024-12-28 09:43:00,Staff Welfare & Tea,Shree Ganesh Packaging,15112.28,0.0,Being staff welfare & tea recorded for Shree Ganesh Packaging,Grocery Section,cashier_priya
RET/24-25/SUN-302016,2025-02-23 23:29:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4908.33,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/123047,2025-01-28 09:10:00,Staff Welfare & Tea,Rapid Logistics Services,326.12,0.0,Being staff welfare & tea recorded for Rapid Logistics Services,Retail Counter 1,accountant_verma
RET/24-25/111800,2024-05-12 15:18:00,Petty Cash Expenses,Hindustan Consumer Supplies,1338.6,0.0,Being petty cash expenses recorded for Hindustan Consumer Supplies,Dairy Section,cashier_rahul
RET/24-25/124462,2024-07-01 10:24:00,Vendor Purchase - FMCG,Amul Dairy Dist.,1740.4,0.0,Being vendor purchase - fmcg recorded for Amul Dairy Dist.,Express Checkout,cashier_amit
RET/24-25/122213,2024-10-03 14:02:00,Packaging Materials,SafeGuard Security Agency,240.15,0.0,Being packaging materials recorded for SafeGuard Security Agency,Express Checkout,cashier_amit
RET/24-25/SUN-300767,2025-03-02 22:30:00,Customer Sales Returns & Refunds,Walk-in Customer (Unverified),4229.68,0.0,Night closing cash adjustment / defective goods return,Back Office,cashier_amit
RET/24-25/RND-201396,2024-12-21 10:33:00,Staff Welfare & Tea,Cashier Petty Cash Pool,10000.0,0.0,Urgent cash settlement round voucher - Staff Welfare & Tea,Back Office,cashier_amit
RET/24-25/121679,2024-07-23 13:21:00,Customer Sales Returns & Refunds,Walk-in Customer,0.0,7048.61,Being customer sales returns & refunds recorded for Walk-in Customer,Back Office,accountant_verma
RET/24-25/115490,2024-09-06 20:37:00,POS Cash Sales,Walk-in Customer,0.0,321.4,Being pos cash sales recorded for Walk-in Customer,Store Godown,accountant_verma
RET/24-25/109545,2025-02-12 21:34:00,Freight & Local Cartage,City Bright Electricals,1137.43,0.0,Being freight & local cartage recorded for City Bright Electricals,Dairy Section,cashier_rahul
